propertyTaxRate,garageSpaces,hasAssociation,hasGarage,hasSpa,hasView,latestPrice,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,avgSchoolDistance,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,days_since_sale,log_lotSizeSqFt,log_livingAreaSqFt,log_avgSchoolSize,yearsOld_sq,avgSchoolRating_sq,word_count_good,word_count_bad,hood_ALLANDALE,hood_BARTON HILLS,hood_BOULDIN CREEK,hood_BRENTWOOD,hood_CENTRAL EAST AUSTIN,hood_CHESTNUT,hood_CORONADO HILLS,hood_CRESTVIEW,hood_DAWSON,hood_EAST CESAR CHAVEZ,hood_EAST CONGRESS,hood_EAST OAK HILL,hood_FRANKLIN PARK,hood_GALINDO,hood_GARRISON PARK,hood_GEORGIAN ACRES,hood_GOVALLE,hood_HANCOCK,hood_HERITAGE HILLS,hood_HIGHLAND,hood_HOLLY,hood_HYDE PARK,hood_JOHNSTON TERRACE,hood_MCKINNEY,hood_MLK,hood_MLK-183,hood_MONTOPOLIS,hood_NORTH AUSTIN CIVIC ASSOCIATION,hood_NORTH LAMAR,hood_NORTH LOOP,hood_NORTH SHOAL CREEK,hood_NORTH UNIVERSITY,hood_OLD ENFIELD,hood_OLD WEST AUSTIN,hood_PARKER LANE,hood_PECAN SPRINGS-SPRINGDALE,hood_PLEASANT VALLEY,hood_RIVERSIDE,hood_RMMA,hood_ROSEDALE,hood_ROSEWOOD,hood_SOUTH LAMAR,hood_SOUTH MANCHACA,hood_SOUTH RIVER CITY,hood_SOUTHEAST,hood_ST. EDWARDS,hood_ST. JOHN,hood_SWEETBRIAR,hood_UNIVERSITY HILLS,hood_UPPER BOGGY CREEK,hood_WEST AUSTIN NEIGHBORHOOD GROUP,hood_WEST CONGRESS,hood_WEST OAK HILL,hood_WEST UNIVERSITY,hood_WESTGATE,hood_WINDSOR HILLS,hood_WINDSOR PARK,hood_WINDSOR ROAD,hood_WOOTEN,hood_ZILKER
1.98,2,True,True,False,False,299.9,40,0,5,2,4,1,0,0,0,3.23333333333333,11,3.0,4,2,822,9.51078564712832,7.64012317269536,6.95654544315157,256,25.0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,False,339.9,28,0,3,1,0,0,0,0,0,4.2,16,2.0,4,1,1220,8.91004576147356,7.76046702921342,6.65672652417839,225,36.0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,0,False,False,False,False,170.0,17,0,1,0,0,0,0,0,0,2.33333333333333,14,2.0,3,1,983,9.0212358628854,7.31588350450979,6.4723462945009,1936,11.1111111111111,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,2,True,True,False,True,364.5,80,0,3,2,3,2,0,2,0,7.56666666666667,16,4.0,4,1,686,8.96712165623092,8.25868149626424,7.03262426102801,196,44.4444444444445,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,2,True,True,False,False,340.0,1,0,4,2,0,0,0,0,0,4.2,16,4.0,4,1,1596,9.25483561186273,7.77611547709874,6.65672652417839,256,36.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,2,True,True,False,True,365.0,14,0,7,2,0,0,0,0,0,4.25,16,3.0,5,2,1655,9.33490922072531,7.91862865334224,6.65672652417839,256,36.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,False,359.99,38,0,3,1,0,0,0,0,0,7.6,16,3.0,3,1,1472,9.16785032035523,7.74066440191724,7.03262426102801,196,44.4444444444445,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,False,320.0,28,0,4,1,1,2,0,1,0,4.15,16,2.0,3,1,1051,9.16785032035523,7.49720722320332,6.65672652417839,324,36.0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,2,True,True,False,False,410.0,66,0,7,2,1,0,0,0,0,4.2,16,2.0,4,1,654,9.33490922072531,7.85438121065236,6.65672652417839,324,36.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,3,True,True,True,False,469.0,14,0,3,3,0,0,0,0,0,7.36666666666667,16,3.0,4,1,1130,9.25483561186273,7.95787735848981,7.03262426102801,81,44.4444444444445,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,True,359.9,29,0,7,1,0,1,0,1,1,2.4,15,2.0,4,1,1156,8.97815607600982,7.61775957660851,6.61204103483309,169,64.0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,3,True,True,False,True,499.9,40,0,3,2,2,3,0,1,0,4.55,16,4.0,5,2,857,9.40901088659147,8.20958048347558,6.65672652417839,324,36.0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,4,True,True,True,False,650.0,74,0,3,2,4,1,0,0,1,4.55,16,4.0,4,2,631,9.57330151629094,8.10500553754725,6.65672652417839,256,36.0,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,False,525.0,31,0,4,1,0,0,0,0,0,4.5,16,4.0,4,1,868,9.44409937943334,8.090708716084,6.65672652417839,324,36.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,2,True,True,False,True,384.9,28,0,3,2,2,3,0,0,0,4.35,16,2.0,3,1,735,9.15873123824295,7.68478394352278,6.65672652417839,324,36.0,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,True,368.9,1,0,1,1,0,0,0,0,1,4.65,16,5.0,5,2,1568,9.90541569247902,8.26770566476243,6.65672652417839,256,36.0,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,True,479.0,1,0,3,1,0,4,0,0,0,7.4,16,5.0,5,2,1102,9.21223856925926,8.20056279700856,7.03262426102801,100,44.4444444444445,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,2,True,True,False,True,640.0,86,0,2,2,1,2,0,0,1,4.7,16,4.0,4,2,641,9.40901088659147,8.10922495308995,6.65672652417839,256,36.0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,False,214.0,40,0,4,1,0,0,0,0,0,4.15,16,2.0,4,1,1222,8.99454475832451,7.76046702921342,6.65672652417839,256,36.0,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,2,True,True,False,False,450.0,34,0,0,2,5,2,0,0,0,4.25,16,3.0,4,1,631,9.25483561186273,7.84267147497946,6.65672652417839,361,36.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,2,True,True,False,False,265.0,101,0,3,2,0,0,0,1,0,4.25,16,3.0,4,1,687,9.14013247693269,7.76259604854007,6.65672652417839,361,36.0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,2,True,True,False,False,509.9,53,0,3,2,2,0,0,1,0,4.3,16,3.0,4,1,725,9.19034172546949,7.86172707782398,6.65672652417839,361,36.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,False,375.0,32,0,3,1,0,0,0,0,0,7.46666666666667,16,3.0,4,1,1507,8.96712165623092,7.99193051985248,7.03262426102801,225,44.4444444444445,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,True,405.0,23,0,2,1,0,0,0,0,0,3.86666666666667,16,3.0,4,2,1193,9.00528228820836,7.90137735379262,7.0352685992811,64,49.0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,False,375.0,1,0,4,1,0,1,0,0,0,4.25,16,3.0,4,2,1177,9.51078564712832,7.82763954636642,6.65672652417839,361,36.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,False,325.0,29,0,3,1,0,0,0,0,0,4.3,16,2.0,3,1,1263,9.25894004181225,7.52402141520612,6.65672652417839,361,36.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,3,True,True,False,True,650.0,41,0,4,2,3,1,0,0,0,2.2,15,5.0,5,2,634,9.76566123562873,8.33206770728955,6.61204103483309,225,64.0,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,3,True,True,False,True,497.5,34,0,3,2,1,0,0,1,0,7.53333333333333,16,4.0,5,2,688,9.63213804137191,8.24354550792826,7.03262426102801,196,44.4444444444445,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,False,359.0,40,0,0,1,0,0,0,0,0,7.36666666666667,16,3.0,4,1,1499,9.25483561186273,7.79193595693806,7.03262426102801,144,44.4444444444445,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,0,True,False,False,False,395.0,1,0,3,1,1,1,0,1,0,7.4,16,3.0,4,1,1015,9.37264627878624,7.86365126544865,7.03262426102801,144,44.4444444444445,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,2,True,True,False,True,350.0,1,0,4,3,0,0,0,0,0,4.2,16,2.0,3,1,903,9.12129055514267,7.76046702921342,6.65672652417839,256,36.0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.01,2,True,True,True,False,619.0,91,0,4,2,1,1,0,0,0,4.25,16,4.0,5,2,714,9.21223856925926,8.13885675069633,6.65672652417839,256,36.0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,2,False,True,False,False,310.0,19,0,5,2,0,0,0,0,0,1.4,14,3.0,3,2,1512,8.9274468162562,7.70571282389443,6.78897174299217,1521,21.7777777777778,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,2,True,True,False,False,349.0,30,0,3,2,1,3,0,0,0,1.33333333333333,14,2.0,3,1,805,8.90408691393897,7.32843735289516,6.78897174299217,529,21.7777777777778,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,2,True,True,False,False,538.3,38,0,4,2,2,1,0,1,0,1.26666666666667,14,2.0,3,1,688,9.16785032035523,7.56631101477246,6.78897174299217,529,21.7777777777778,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,0,True,False,False,False,319.0,40,0,3,1,0,0,0,0,0,1.13333333333333,15,2.0,4,1,1273,8.91004576147356,7.58171964012531,7.28550654852279,361,13.4444444444445,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,2,True,True,False,False,525.0,39,0,3,2,3,1,0,0,0,1.13333333333333,17,2.0,4,1,624,8.91004576147356,7.74673290775362,7.39878627541995,1089,53.7777777777777,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,0,True,False,False,True,347.0,26,0,4,1,1,1,0,0,0,1.33333333333333,14,2.0,3,1,962,9.14942195700677,7.43425738213314,6.78897174299217,576,21.7777777777778,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,0,True,False,False,True,355.0,1,0,5,1,0,0,0,0,0,1.23333333333333,17,2.0,3,1,1534,9.07257144223129,7.66996199547358,7.39878627541995,576,53.7777777777777,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,2,True,True,False,True,325.0,29,0,3,3,0,0,0,0,0,1.16666666666667,15,3.0,3,2,1576,8.64944877053671,7.7341213033283,7.28550654852279,81,13.4444444444445,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,3,True,True,False,True,599.8,30,1,5,3,2,0,0,3,0,1.23333333333333,17,4.0,4,2,655,9.20793748735987,8.03106018024062,7.39878627541995,484,53.7777777777777,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,0,False,False,False,False,349.0,25,0,4,1,0,0,0,0,0,1.1,14,2.0,3,1,1527,9.29569203907569,7.43248380791712,6.78897174299217,2209,21.7777777777778,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,2,True,True,False,False,365.0,66,0,3,2,3,1,0,1,0,2.26666666666667,18,4.0,4,2,752,9.03169206054852,7.98344006300654,7.4121603349452,196,64.0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,3,True,True,False,False,399.99,94,0,3,3,2,1,0,1,0,2.16666666666667,18,4.0,4,2,711,9.10686696349991,8.14293601043227,7.4121603349452,256,64.0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,0,True,False,False,False,529.9,39,0,3,1,0,0,0,0,0,3.53333333333333,17,4.0,4,2,1443,9.37264627878624,8.146419323098,7.41517510961329,289,44.4444444444445,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.98,2,False,True,False,True,285.0,88,0,5,3,2,2,0,1,0,2.66666666666667,17,2.0,4,1,700,9.47799829259704,7.55066124310534,7.43779512167193,2704,44.4444444444445,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.98,2,True,True,False,True,567.0,40,0,1,2,0,0,0,0,0,1.86666666666667,18,4.0,5,2,1315,9.21223856925926,8.18674278711352,7.41758040241454,256,75.1111111111112,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,3,True,True,False,True,649.9,65,0,8,2,2,1,0,0,0,2.16666666666667,18,4.0,4,2,711,9.47799829259704,8.12118324207883,7.4121603349452,256,64.0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,3,True,True,True,False,674.9,79,0,7,4,0,0,0,0,0,2.16666666666667,18,4.0,5,2,861,9.16335358075185,8.20740183337636,7.4121603349452,256,64.0,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,0,True,False,False,False,499.9,40,0,6,1,0,0,0,0,0,2.13333333333333,18,3.0,3,1,1360,9.19034172546949,7.96589273508453,7.4121603349452,256,64.0,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,2,True,True,False,True,575.0,37,0,4,2,1,1,0,0,0,2.1,18,4.0,4,2,877,9.16785032035523,8.20849175174038,7.4121603349452,256,64.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,2,True,True,False,True,424.7,40,0,5,2,0,0,0,0,0,3.43333333333333,17,3.0,5,2,1193,9.81444866699399,8.155649270366,7.41517510961329,324,44.4444444444445,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.98,3,True,True,False,True,895.0,63,0,4,2,1,2,0,1,0,2.3,18,4.0,5,2,702,9.71437096170025,8.48673398393153,7.41758040241454,289,75.1111111111112,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,0,True,False,False,False,424.9,34,0,4,1,2,1,0,1,0,2.76666666666667,17,2.0,3,1,983,9.54253203141389,7.43779512167193,7.43779512167193,2704,44.4444444444445,6,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.98,0,True,False,False,True,650.0,38,0,4,1,0,1,0,1,0,2.33333333333333,18,4.0,4,2,1145,9.20793748735987,7.95331834656043,7.47079377419506,64,81.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,0,True,False,False,True,495.0,1,0,4,1,1,3,0,0,0,2.23333333333333,18,3.0,4,1,1065,9.21223856925926,8.04237800517328,7.4121603349452,225,64.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,2,False,True,False,False,334.0,28,0,6,2,0,0,0,0,0,3.53333333333333,17,3.0,3,2,1176,9.07257144223129,7.37963215260955,7.43779512167193,1444,44.4444444444445,5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.98,2,True,True,False,True,555.0,59,0,4,3,0,0,0,0,0,2.16666666666667,18,3.5,4,2,786,9.15672860252753,7.90322680873073,7.41758040241454,225,75.1111111111112,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,2,True,True,False,False,580.0,40,0,2,2,3,1,0,1,0,3.5,17,4.0,4,2,764,8.93905644533404,8.12207437536222,7.41517510961329,225,44.4444444444445,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.98,0,True,False,False,False,874.9,1,0,1,1,0,0,0,0,0,1.86666666666667,18,5.0,5,2,1562,9.57330151629094,8.61920811682297,7.41758040241454,81,75.1111111111112,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.98,2,True,True,False,False,420.0,1,0,2,2,0,0,0,0,0,3.5,17,2.0,3,1,1446,8.96712165623092,7.65254569269392,7.41517510961329,256,44.4444444444445,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
